2026-05-16 00:58:34,705 | INFO | ai.pipeline | ============================================================
2026-05-16 00:59:28,326 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,439 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,542 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,647 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,741 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,847 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:28,957 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 131, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,065 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,163 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,265 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,347 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,423 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,517 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [98, 109, 110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141]
2026-05-16 00:59:29,598 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:29,677 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:29,755 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:29,830 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:29,907 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:29,985 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,065 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,142 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,218 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,298 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 135, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,370 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,438 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,509 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 118, 123, 125, 129, 136, 137, 139, 141, 142]
2026-05-16 00:59:30,587 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 123, 125, 129, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,666 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 123, 125, 129, 136, 137, 139, 141, 142]
2026-05-16 00:59:30,745 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [110, 123, 125, 129, 136, 137, 139, 140, 141, 142]
2026-05-16 00:59:30,748 | INFO | ai.pipeline | Shutdown requested.
2026-05-16 00:59:30,770 | INFO | ai.pipeline | Session ended | frames=599 | duration=55.8s | avg_fps=10.7
